"cod_isco6","Parent","txt_isco6"
24404010,81810,""
24404011,81810,""
24404012,81810,""
24404013,81810,""
24404014,81810,""
24404015,81810,""
24404016,81810,""
24404017,81810,""
24404018,81810,""
24404019,73140,""
24404020,81810,""
24404021,73140,""
24404022,81810,""
24404023,81810,""
24404024,73140,""
24404025,81810,""
24404026,81810,"Ceramics worker"
24404027,73140,""
24404028,73140,""
24404029,81810,""
24404030,81810,""
24404031,81810,""
24404032,81810,""
24404033,81810,""
24404034,81810,""
24404035,81810,""
24404036,81810,""
24404037,73140,""
24404038,81810,""
24404039,31220,""
24404040,81810,""
24404041,73140,"Ceramic modeller"
24404042,81810,""
24404043,81810,"Industrial ceramist"
24404044,81810,""
24404046,71320,""
24404047,81810,""
24404048,81810,""
24404049,73140,"Ceramic caster"
24404050,81810,""
24404051,73140,""
24404052,73140,""
24404053,81810,""
24404054,81810,""
24404055,81810,""
24404056,81810,""
24404057,81810,""
24404058,81810,""
24404059,81810,""
24404060,81810,""
24404061,81120,""
24404062,81810,""
24404063,81810,""
24404064,81810,""
24404065,81810,""
24404067,81810,""
24404068,73160,""
24404069,73140,""
24404070,73140,""
24404071,73140,""
24404072,81140,""
24404073,73140,""
24404074,81810,""
24404076,81140,""
24404077,73160,""
24404078,81810,""
24404079,13210,""
24404080,73140,""
24404081,81810,"Architectural ceramist"
24404082,81810,""
25101001,81210,""
25101002,81210,""
25101003,81210,""
25101004,81210,""
25101005,81210,""
25101006,81210,""
25101007,81210,""
25101008,81210,""
25101009,81210,""
25101010,81210,""
25101011,81210,""
25101012,81210,"Metal smelter"
25101013,81210,""
25101014,81210,"Precious metal smelter"
25101015,81210,""
25101016,81210,""
25101017,81210,""
25101018,81210,""
25101019,81210,""
25101020,81210,""
25101021,31220,""
25102001,81210,"Metal caster"
25102002,81210,"Foundry technologist"
25102003,81210,""
25102004,81210,""
25102005,81210,""
25102006,93290,""
25102007,81210,""
25102008,31220,""
25102009,81210,""
25102010,81210,""
25102011,75430,""
25102012,81210,""
25102013,81210,""
25102014,81210,"Aluminium founder"
25102015,81210,""
25102016,81210,""
25102017,81210,""
25102018,81210,""
25102019,81210,""
25102020,81210,""
25102021,81210,""
25102022,81210,""
25102023,81210,""
25102024,81210,""
25102025,81210,""
25102026,81210,""
25102027,81210,""
25102028,81210,""
25102029,81210,""
25102030,81210,"Die caster"
25102031,81210,""
25102032,93290,""
25102033,81210,"Foundry worker"
25102034,81210,""
25102035,31220,"Casting foreman"
25102036,31220,""
25102037,81210,""
25102038,31220,"Master founder"
25102039,81210,"Founder"
25102040,81210,""
25102041,81210,""
25102042,81210,""
25102043,81210,""
25102044,81210,""
25102045,81210,""
25102046,81210,""
25102047,81210,""
25102048,81210,""
25102049,81210,""
25102050,81210,""
25102051,81210,""
25102052,81210,"Pressure caster"
25102053,81120,""
25102054,81210,""
25102055,81210,""
25102056,81210,""
25102057,81210,"Tin caster"
25102058,81210,"Casting technician"
25102059,81210,""
25102060,81210,""
25102061,81210,""
25102062,31220,""
25102063,81210,""
25102064,81210,""
25102065,81210,""
25102066,81210,""
25102067,81210,""
25102068,81210,""
25102069,81210,""
25103001,72110,"Coremaker"
25103002,72110,""
25103003,72110,"Metal casting moulder"
25103004,72110,""
25103005,72110,""
25103006,72110,""
25103007,72110,""
25103008,72110,""
25103009,93290,""
25103010,93290,""
25103011,72110,""
25103012,31220,""
25103013,75430,""
25103014,72110,""
25103015,72110,""
25103016,72110,""
25103017,72110,""
25103018,72110,""
25103019,72110,""
25103020,72110,""
25103021,72110,""
25103022,72110,""
25103023,72110,""
25103024,72110,""
25103025,72110,""
25103026,72110,""
25103027,72110,""
25103028,72110,""
25103029,72110,""
25103030,72110,""
25103031,72110,""
25103032,72110,""
25103033,72110,""
25103034,72110,"Die maker"
25103035,31220,""
25103036,72110,""
25103038,72110,""
25103039,72110,""
25103040,72110,""
25103041,72240,"Sand strewer"
25103042,72110,""
25103043,93290,""
25103044,81210,""
25103045,72110,""
25103046,72000,""
25103047,72110,""
25103048,72110,"Patternmaker (casting)"
25103049,72110,""
25103050,72110,""
25103051,72110,""
25103052,72110,""
25103053,72110,""
25103054,72110,""
25103055,72110,""
25103056,72110,""
25104001,81220,""
25104002,81210,""
25104003,81220,""
25104004,81220,""
25104005,81220,""
25104006,81220,""
25104007,81220,""
25104008,81220,"Casting cleaner"
25104009,81220,""
25104010,91290,"Compressed air cleaning technician"
25104011,81220,""
25104012,81220,""
25104013,81220,""
25104014,81210,""
25104015,81220,"Sandblaster"
25104016,75430,""
25104017,81210,"Ironworker"
25104018,81220,""
25104019,81220,""
25104020,81220,""
25104021,81210,"Aluminum worker"
25104022,81210,""
25104023,81220,""
25104024,81220,"Deburrer"
25104025,81220,""
25104026,91290,""
25104027,81210,""
25104028,81210,""
25104029,81210,""
25104030,81210,""
25104031,81210,""
25201001,81210,""
25201002,93290,""
25201003,31220,""
25201004,81210,"Hardener (metal processing)"
25201005,81210,""
25201006,81210,""
25201007,81210,""
25201008,81210,""
25201009,81210,""
25201010,81210,""
25201011,81210,""
25201012,81210,""
25201013,81210,""
25201014,81210,""
25201015,81210,"Wire drawer"
25201016,81210,""
25201017,81210,""
25201018,81210,""
25201019,81210,""
25201020,81210,""
25201021,81210,""
25201022,81210,""
25201023,81210,""
25201024,81210,""
25201025,81210,""
25201026,81210,""
25201027,81210,""
25201028,81210,""
25201029,81210,""
25201030,81210,""
25201031,81210,"Roller (metal processing)"
25201032,81210,""
25201033,81210,""
25201034,81210,""
25201035,81210,""
25201036,81210,""
25201037,81210,""
25201038,81210,""
25201039,81210,""
25201040,81210,""
25201041,72230,""
25201042,72150,"Cable splicer"
25201043,72230,""
25201044,81210,""
25201045,72150,""
25201046,72230,""
25201047,81210,""
25201048,81210,""
25201049,81210,""
25201050,81210,""
25201051,81210,""
25201052,81210,""
25201053,81210,""
25201054,81210,""
25201055,81210,""
25201056,81210,""
25201057,81210,""
25201058,81210,""
25201059,81210,""
25201060,81210,""
25201061,31350,""
25201063,31350,"Foreman, hardening shop | Forewoman, hardening shop"
25201064,81210,""
25201065,81210,""
25201066,81210,"Wire drawer"
25201067,93290,""
25201068,72230,""
25201069,72150,"Cable strander"
25201070,31350,"Master wire drawer"
25201071,72230,""
25201072,72230,""
25201073,72230,""
25201074,72150,""
25201075,81210,""
25201076,72230,""
25201077,72230,""
25201078,72230,""
25201079,81210,"Metalworking machine operator"
25201080,81210,""
25201081,81210,"Cable worker"
25201082,93290,"Needle maker"
25201083,72150,"Wire drawing labourer"
25201084,81210,""
25201085,72230,""
25201086,72230,""
25201087,71320,""
25201088,31220,""
25201089,72210,""
25201090,72230,""
25201091,81210,"Rolling mill worker"
25201092,72230,""
25201093,72230,""
25201094,72230,""
25201095,81210,""
25201096,72230,"Steel nail maker"
25201097,72130,""
25201098,81210,""
25201099,72230,""
25201100,75430,""
25201101,72150,""
25201102,81210,""
25201103,72150,"Cable production worker"
25201104,81210,""
25201105,81210,""
25201106,81210,""
25201107,72240,""
25201109,81210,""
25201110,81210,""
25201111,81210,""
25201112,81210,""
25201113,81210,""
25201114,81210,""
25201115,72230,""
25201116,72220,""
25201117,81210,""
25201118,81210,""
25201119,81220,""
25201120,81210,""
25201121,81210,""
25201122,93290,""
25201123,81210,""
25201124,72230,""
25202001,81220,""
25202002,81220,""
25202003,81220,""
25202004,81220,""
25202005,81220,"Zinc plater"
25202006,81220,"Tin plater"
25202007,81220,""
25202008,81220,""
25202009,93290,"Electroplating worker"
25202010,81220,""
25202011,81220,"Electroplater"
25202012,81220,""
25202013,81220,"Galvanizer"
25202014,81220,""
25202015,81220,""
25202016,81220,"Chrome plater"
25202017,81220,""
25202018,81220,""
25202019,93290,""
25202020,81220,""
25202021,93290,""
25202022,81220,"Metal refiner"
25202023,81220,"Metal finisher"
25202024,81220,""
25202025,81220,"Surface treater"
25202026,81220,"Anodizer"
25202027,81220,""
25202028,81220,""
25202029,81220,""
25202030,81220,""
25202031,81220,""
25202032,81220,""
25202033,81220,""
25202034,93290,""
25202035,71320,"Enameller"
25202036,81220,""
25202037,81220,""
25202038,81220,""
25202039,81220,""
25202040,81220,""
25202041,81220,""
25202042,81220,""
25202043,81220,""
25202044,81220,""
25202045,81220,""
25202046,81220,""
25202047,81220,""
25202048,81220,""
25202049,81220,""
25202050,81220,""
25202051,81220,""
25202052,81220,""
25202053,81220,""
25202054,81220,""
25202055,81220,""
25202056,81220,""
25202057,81220,""
25202058,81220,""
25202059,81220,""
25202060,81220,""
25202061,81220,""
25202062,73210,""
25202063,81220,""
25202064,81220,""
25202065,81220,""
25202066,81220,""
25202067,81220,""
25202068,81220,""
25202069,81220,""
25202070,81220,"Hot-dip galvanizer"
25202071,31220,"Master galvanizer"
25202072,81220,""
25202073,81220,""
25202074,81220,""
25202075,81220,""
25202076,81210,"Surface technologist (metal refining)"
25202077,81220,""
25202078,81220,""
25202079,93290,""
25202080,93290,""
25202081,81220,""
25202082,81220,""
25203001,72240,""
25203002,72240,""
25203003,72240,"Sharpener"
25203004,72240,""
25203005,72240,""
25203006,72240,""
25203007,72240,""
25203008,72240,"Tool sharpener"
25203009,72240,""
25203010,72240,"Knife grinder"
25203011,72240,""
25203012,72240,""
25203013,72240,"Tool grinder"
25203014,72240,""
25203015,72240,""
25203016,72240,""
25203017,72240,""
25203018,72240,"Metal sharpener"
25203019,72240,""
25203020,72240,""
25203021,93290,""
25203022,72240,"Metal grinder and polisher"
25203023,72240,""
25203024,72240,""
25203025,72240,""
25203026,72240,"Scissor grinder"
25203027,72240,"Knife sharpener"
25203028,72240,""
25203029,72240,""
25203030,72240,""
25203031,72240,""
25203032,72240,""
25203033,72240,""
25203034,72240,""
25203035,72240,""
25203036,72240,""
25203037,72240,""
25203038,31220,""
25203039,72240,""
25203040,72240,""
25203041,72240,""
25203042,72240,""
25203043,72240,"Roll grinder"
25203044,72240,"Precision grinder"
25203045,72240,""
25203046,72240,""
25203047,72240,""
25203048,72240,"Metal grinder"
25203049,72240,""
25203050,72240,""
25203051,72240,""
25203052,72240,""
25203053,72240,""
25203054,72240,""
25203055,72240,""
25203056,72240,""
25203057,72240,""
25203058,72240,""
25203059,72240,""
25203060,72240,""
25203061,72240,"Metal polisher"
25203062,72240,""
25203063,72240,""
25203064,72240,""
25203065,72240,""
25203066,72240,""
25203067,72240,""
25203068,72240,""
25203069,72240,""
25203070,72240,""
25203071,72240,""
25203072,72240,""
25203073,72240,"Profile grinder"
25203074,72240,"Cylindrical grinding operator"
25203075,72240,""
25203076,72240,""
25203077,72240,""
25203078,72240,""
25203079,72240,""
25203080,72240,""
25203081,72240,""
25203082,72240,"Cnc grinder"
25203083,72240,""
25203084,72240,""
25203085,72240,""
25203086,72240,""
25203087,72240,""
25203088,72240,""
25203089,72240,"Metalworker, grinder"
25203090,81220,""
25203091,72240,""
25203092,72240,""
25203093,72240,""
25203094,72240,""
25203095,72240,"Grinder (metal)"
25203096,72240,""
25203097,72240,"Cylinder grinder"
25203098,72240,"Flat grinder"
25203099,72240,""
25203100,72240,""
25203101,72240,""
25203102,72240,""
25203103,72240,""
25203104,81220,""
25203105,72240,""
25203106,72230,""
25203107,72230,""
25203108,72230,""
25203109,72240,""
25203110,72230,""
25204001,72230,"Machine tool setter and operator"
25204002,72230,"Machine tool setter and operator, turning machine | Machine tool setter and operator, turning ma"
25204003,72230,"Machine tool setter and operator, milling machine | Machine tool setter and operator, milling ma"
25204004,72230,"Machine tool setter and operator, grinding machine | Machine tool setter and operator, grinding m"
25204005,72230,"Machine tool operator"
25204006,72230,""
25205001,93290,""
25205002,72230,"Milling machine operator"
25205003,72230,""
25205004,72230,""
25205005,72230,""
25205006,72230,"Miller (milling machine operator)"
25205007,72230,""
25205008,72230,""
25205009,72230,""
25205010,93290,""
25205011,93290,""
25205012,72230,""
25205013,72230,""
25205014,72230,""
25205015,72230,""
25205016,72230,""
25205017,72230,""
25205018,72230,""
25205019,72230,""
25205020,72230,""
25205021,72230,""
25205022,72230,""
25205023,72230,""
25205024,72230,""
25205025,72230,""
25205026,72230,""
25205027,72230,""
25205028,72230,""
25205029,72230,"Metal miller (metal milling machine operator) | Metal miller (metal milling machine operator"
25205030,72230,""
25205031,31220,""
25205032,72230,""
25205033,72230,"Planer"
25205034,72230,""
25205035,72230,""
25205036,72230,""
25205037,72230,""
25205038,72230,""
25205039,72230,""
25205040,72230,"Cnc miller"
25205041,72230,""
25205042,72230,""
25205043,72230,""
25205044,72230,""
25205045,72230,""
25205046,72230,""
25205047,72230,""
25205048,72230,""
25205049,72230,""
25205050,72230,""
25205051,72230,""
25205052,72230,""
25205053,72230,""
25205054,72230,"Nc miller"
25205055,72230,""
25205056,72230,""
25205057,72230,""
25205058,31220,""
25206001,72230,""
25206002,93290,""
25206003,72230,""
25206004,72230,""
25206005,72230,""
25206006,72230,""
25206007,72230,""
25206008,72230,""
25206009,72230,""
25206010,72230,""
25206011,72230,"Metal borer"
25206012,72230,"Cnc borer"
25206013,72230,"Reaming appliance setter"
25206014,72230,"Reaming appliance turner"
25206015,93290,""
25206016,72230,""
25206017,72230,"Boring machine setter"
25206018,72230,""
25206019,72230,""
25207001,72230,"Turner"
25207002,93290,""
25207003,93290,""
25207004,93290,""
25207005,93290,""
25207006,31220,""
25207007,72230,""
25207008,72230,""
25207009,72230,"Automatic lathe turner"
25207010,72230,""
25207011,72230,""
25207012,72230,""
25207013,72230,""
25207014,72230,""
25207015,72230,""
25207016,72230,""
25207017,72230,""
25207018,72230,""
25207019,72230,""
25207020,72230,""
25207021,72230,""
25207022,72230,""
25207023,72230,""
25207024,72230,""
25207025,72230,""
25207026,72230,""
25207027,72230,""
25207028,72230,""
25207029,72230,""
25207030,72230,"Metal turner"
25207031,72230,""
25207032,72230,""
25207033,72230,""
25207034,72230,""
25207035,72230,"Cnc turner"
25207036,72230,""
25207037,72230,"Machine turner"
25207038,72230,""
25207039,72230,"Metal lathe operator"
25207040,72230,"Machine turner"
25207041,72230,"Metalworker, turner"
25207042,72230,"Lathe setter"
25207043,72230,""
25207044,72230,""
25207045,72230,""
25207046,72230,""
25208001,72230,""
25208002,72230,""
25208003,72230,""
25208004,31220,""
25208005,93290,""
25208006,72230,""
25208007,72230,""
25208008,31220,""
25208010,93290,""
25208011,72230,""
25208012,72230,""
25208013,72230,""
25208014,72230,""
25208015,72230,""
25208016,72230,""
25208017,72230,""
25208018,72230,""
25208019,72230,"Automatic lathe operator"
25208020,72230,""
25209001,72230,""
25209002,72230,""
25209003,72230,"Stamper"
25209004,72230,"Metal stamper"
25209005,72230,""
25209006,93290,""
25209007,31220,""
25209008,72230,""
25209009,72230,""
25209010,72230,""
25209011,72230,""
25209012,72230,""
25209013,72230,""
25209014,72230,"Metal stamper"
25209015,72230,"Punching machine setter"
25209016,72230,""
25209017,73130,""
25209018,93290,""
25209019,72230,""
25209020,72230,"Engraver"
25209021,72230,""
25209022,72230,""
25209023,72230,""
25209024,72230,""
25209025,72230,""
25209026,72230,""
25209027,72230,""
25209028,72230,"Machine setter"
25209029,72230,""
25209030,72230,"Machine tool setter"
25209031,72230,"Automatic lathe setter"
25209032,73210,""
25209033,72230,"Setter (adjuster)"
25209034,72230,""
25209035,72230,""
25209036,72230,""
25209037,72230,""
25209038,73210,""
25209039,72230,""
25209040,73210,""
25209041,72230,""
25209042,73210,""
25209043,73210,""
25209044,72230,""
25209045,72230,""
25209046,81200,"Metalworker"
25209047,72230,""
25209048,72230,""
25209049,72230,"Metal sawyer"
25209050,72230,""
25209051,72230,""
25209052,72230,""
25209053,72230,""
25209054,72230,"Metal cutter"
25209055,72230,""
25209056,72230,""
25209057,72230,"Industrial engraver"
25209058,72230,""
25209059,72230,""
25209060,73210,""
25209061,73150,""
25209062,73210,""
25209063,73210,""
25209064,72230,""
25209065,72230,""
25209066,72230,""
25209067,72230,""
25209068,72230,""
25209069,73210,""
25209070,73210,""
25209071,72230,"Cnc setter"
25209072,72230,"Metal engraver"
25209073,72230,"Steel engraver"
25209074,72230,""
25209075,72230,""
25209076,72230,""
25209077,72230,""
25209078,72230,""
25209079,72230,""
25209080,73130,""
25209081,72230,""
25209082,72230,""
25209083,81200,"Metalworker (metal treatment)"
25209084,72230,""
25209085,81210,""
25209086,72230,""
25209087,73210,""
25209088,73210,""
25209089,73210,""
25209090,73210,""
25209091,73210,""
25209092,73210,""
25209093,72230,""
25209094,72230,""
25209095,72230,""
25209096,72230,""
25209097,81220,""
25209098,72230,""
25209099,72230,""
25209100,72230,"Iron cutter"
25209101,72230,"Metal cutter"
25209102,72230,""
25209103,72230,""
25301001,72120,"Metal welder"
25301002,72120,""
25301003,72120,""
25301004,93290,""
25301005,93290,""
25301006,72120,""
25301007,72120,"Electro-welder"
25301008,72120,"Electro-solderer"
25301009,72120,""
25301010,72120,""
25301011,72120,""
25301012,31220,"Master welder"
25301013,72120,""
25301014,72120,""
25301015,72120,"Welder"
25301016,72120,""
25301017,72120,""
25301018,72120,""
25301019,72120,""
25301020,72120,""
25301021,72120,""
25301022,72120,""
25301023,72120,""
25301024,72120,""
25301025,72120,""
25301026,72120,""
25301027,72120,"Aluminium welder"
25301028,72120,""
25301029,72120,""
25301030,72120,""
25301031,72120,""
25301032,72120,""
25301033,72120,"Steel construction welder"
25301034,72120,""
25301035,72120,""
25301036,72120,""
25301037,72120,"Metal solderer"
25301038,72120,""
25301039,72120,"Rail welder"
25301040,72120,"Pipe welder"
25301041,72120,""
25301042,72120,""
25301043,72120,""
25301044,72120,""
25301045,72120,"Spot welder"
25301046,72120,""
25301047,72120,""
25301048,31220,""
25301049,31220,""
25301050,72120,"Electronic welder"
25301051,72120,""
25301052,72120,""
25301053,31220,""
25301054,72120,""
25301055,72120,"Industrial welder"
25301056,72120,""
25301057,72120,""
25301058,72120,""
25301059,72120,""
25301060,72120,""
25301061,72120,""
25301062,72120,""
25301063,72120,""
25301064,72120,""
25301065,72120,""
25301066,72120,"Solderer"
25301067,72120,""
25301068,72120,""
25301069,72120,""
25301070,72120,""
25301071,72120,""
25301072,72120,"Welding specialist"
25301073,72120,""
25301074,72120,""
25301075,72120,""
25302001,72140,"Riveter"
25302002,72140,""
25302003,72140,""
25302004,72140,""
25302005,72140,""
25302006,72140,""
25302007,72140,""
25302008,72140,""
25302009,72140,""
25302010,72140,""
25303001,74120,"Apparatus fitter"
25303002,72101,""
25303003,72101,""
25303004,72101,""
25303005,74120,""
25303006,72101,""
25303007,21441,""
25303008,72101,"Apparatus maker"
25303009,72101,"Machinery and equipment maker"
25303010,72130,"Large apparatus fitter"
25303011,72101,"Plastic apparatus fitter"
25303012,72101,""
25303013,72101,""
25303014,72101,""
25303015,72101,""
25303016,72101,"Industrial plant fitter"
25303017,74120,"Apparatus installer"
25303018,72101,""
25303019,72101,""
25304001,72130,"Industrial plumber"
25304002,72130,""
25304003,72130,"Apparatus plumber"
25304004,72130,""
25304005,72130,""
25304006,72130,""
25304007,72130,""
25304008,72130,""
25304009,72130,""
25304010,72130,""
25304011,72130,""
25304012,72130,""
25304013,72130,""
25304014,72130,""
25304015,72130,""
25304016,72130,""
25304017,72130,""
25304018,72130,""
25304019,72130,""
25304020,72130,""
25304021,72130,""
25304022,72130,""
25304023,72130,""
25304024,72130,""
25304025,72130,""
25304026,71263,"Plumber (sanitary facilities)"
25304027,72130,""
25305001,72210,""
25305002,72130,"Coppersmith"
25305003,72210,"Ironsmith"
25305004,72210,"Smith"
25305005,13210,""
25305006,72210,"Hammersmith"
25305007,72210,""
25305008,72220,"Cutler"
25305009,13210,""
25305010,72210,""
25305011,72210,""
25305012,93290,""
25305013,72220,""
25305014,72210,""
25305015,72220,""
25305016,72210,"Armourer"
25305017,13210,""
25305018,72210,"Blacksmith"
25305019,72130,""
25305020,72210,""
25305021,72210,""
25305022,72210,""
25305023,72210,""
25305024,72210,""
25305025,72210,""
25305026,72210,"Drop-forger"
25305027,72210,""
25305028,72210,""
25305029,72210,""
25305030,72210,""
25305031,72210,""
25305032,72210,""
25305033,72210,""
25305034,72210,"Smith, building industry"
25305035,72210,""
25305036,72210,""
25305037,72210,""
25305038,72210,""
25305039,72210,""
25305040,72210,""
25305041,72210,""
25305042,72210,""
25305043,72210,""
25305044,72130,""
25305045,72210,""
25305046,72210,""
25305047,72210,""
25305048,72130,"Whitesmith"
25305049,72210,""
25305050,72210,""
25305051,72210,""
25305052,72210,""
25305053,31220,""
25305054,72210,""
25305055,72210,""
25305056,72210,""
25305057,72210,""
25305059,72210,""
25305060,72210,""
25305061,72130,""
25305062,72210,"Blacksmith/wainwright"
25305063,93290,""
25305064,72210,""
25305065,72210,""
25305066,72210,""
25305067,72210,""
25305068,72210,""
25305069,13210,""
25305070,72210,""
25305071,13210,""
25305072,72210,"Blacksmith-farrier"
25305074,31220,""
25305075,13210,""
25305076,72130,""
25305077,72210,""
25305078,72210,"Smith-farrier"
25305079,72210,""
25305080,72210,""
25305081,72220,""
25305082,72210,""
25305083,72210,""
25305084,72210,""
25305085,72210,"Blacksmith, industry"
25305086,13210,"Master smith"
25305087,13210,""
25305088,13210,"Master blacksmith"
25305089,13210,""
25305090,13210,""
25305091,72210,""
25305092,72220,""
25305093,72220,""
25305094,72220,""
25306001,72140,"Erector, structural metal"
25306002,72140,"Structural metal worker"
25306003,31232,""
25306004,72220,""
25306005,72140,"Structural steel worker"
25306006,72140,""
25306007,72220,""
25306008,13232,""
25306009,13232,"Master building fitter"
25306010,72140,""
25306011,72140,""
25306012,72140,""
25306013,72140,"Building fitter"
25306014,72140,""
25306015,72140,""
25306016,72220,""
25306017,72220,""
25306018,72140,""
25306019,72220,""
25306020,72220,""
25306021,72140,""
25306022,72140,""
25306023,72140,""
25306024,72220,""
25306025,72140,"Metal structure fitter"
25306026,13232,""
25306027,31232,""
25306028,31232,""
25306029,13232,"Master metal structure fitter"
25306030,13232,""
25306031,31232,""
25306032,72330,""
25306033,31232,""
25306034,72140,""
25306035,72140,""
25306036,72140,""
25306037,72140,""
25306038,72140,""
25306039,93132,""
25307001,72330,""
25307002,72140,"Metal constructions fitter"
25307003,72140,""
25307004,72140,"Iron constructions fitter"
25307005,72140,""
25307006,72220,""
25307007,72220,""
25307008,72140,"Iron construction fitter"
25308001,72330,""
25308002,72330,""
25308003,72310,""
25308004,72310,""
25308005,72330,""
25308006,74120,""
25308007,72330,""
25308008,72330,""
25308009,72330,""
25308010,72330,""
25308011,72330,""
25308012,72330,""
25308013,72220,""
25308014,72220,""
25308015,93290,""
25308016,72140,""
25308017,71262,"Pipe fitter"
25308018,72220,""
25308019,72220,"Chrome steel fitter"
25308020,72220,"Locksmith"
25308021,72220,""
25308022,13210,"Master locksmith"
25308023,72220,""
25308024,72220,""
25308025,72220,""
25308026,72220,""
25308027,72220,""
25308028,71140,"Iron bender"
25308029,72220,""
25308030,72220,""
25308031,72220,""
25308032,72140,""
25308033,72220,"Key maker"
25308034,72140,""
25308035,72220,""
25308036,72140,""
25308037,72220,""
25308038,72220,""
25308039,72140,""
25308040,72140,""
25308041,72220,""
25308042,72140,"Fitter (metalworking)"
25308043,72220,"Fitter-metalworker"
25308044,72140,""
25308045,72220,""
25308046,72130,"Sheet metal worker"
25308047,72220,"Metalworker-locksmith"
25308048,72330,"Plastics fitter"
25308049,72220,""
25308050,72220,""
25308051,31220,""
25308052,72220,""
25308053,72140,""
25308054,72140,""
25308055,13210,""
25308056,72220,""
25308057,72130,"Pipe bender"
25308058,71262,""
25308059,72220,""
25308060,72140,""
25308061,72220,""
25308062,72220,""
25308063,72320,""
25308064,72210,""
25308065,72220,""
25308066,72220,""
25308067,72130,"Sheet metal bender"
25308068,72220,""
25308069,71262,""
25308070,72220,""
25308071,93290,""
25309001,72220,""
25309002,72220,""
25309003,82190,""
25309004,82190,""
25309005,93290,""
25309006,72210,""
25309007,93290,""
25309008,73130,""
25309009,72210,""
25309010,73130,""
25309011,72210,""
25309012,72220,""
25309013,72210,""
25309014,72210,""
25309015,72210,""
25309016,72200,"Aluminium processing worker"
25309017,72210,""
25309018,72210,""
25309019,75430,""
25309020,72230,""
25309021,72230,""
25309022,72240,""
25309023,82110,""
25309024,82190,""
25309025,81520,""
25309026,82190,""
25309027,82190,""
25309028,72230,""
25309029,72210,""
25309030,82190,""
25309031,82190,""
25309032,72230,""
25309033,81510,""
25309034,72200,""
25309035,81510,""
25309036,72220,""
25309037,72220,""
25309038,72210,""
25309039,72140,"Metalworker (metal processing)"
25309040,81220,""
25309041,72230,""
25309042,72230,""
25309043,72210,""
25309044,72210,""
25309045,73180,""
25309046,72210,""
25309047,72210,""
25309048,72210,""
25309049,72210,""
25309050,72210,""
25309051,72210,""
25309052,72210,""
25309053,72210,""
25309054,72210,"Metal spinner"
25309055,72210,""
25309056,72210,""
25309057,82190,""
25309058,72230,""
25309059,72210,""
25309060,72210,""
25309061,72210,""
25309062,72210,""
25309063,13210,""
25309064,75430,""
25309065,72230,""
25309066,93290,""
25309067,81520,""
25309068,72210,""
25309069,72210,""
25309070,72210,""
25309071,72210,""
25309072,72210,""
25309073,72210,"Sheet metal treater"
25401001,72220,"Toolmaker"
25401002,72220,""
25401003,72220,""
25401004,72220,""
25401005,93290,""
25401006,72220,""
25401007,93290,""
25401008,72220,""
25401009,72220,""
25401010,13210,""
25401011,31220,""
25401012,72001,""
25401013,72220,"Mechanic/toolmaker"
25401014,72001,"Cnc mechanic"
25401015,72001,"Mechanic"
25401016,72220,""
25401017,31220,""
25401018,31220,""
25401019,31220,""
25401020,72001,"Machinery mechanic"
25401021,72001,""
25401022,72001,""
25401023,72310,""
25401024,72330,"Machine tool mechanic"
25401025,72310,"Tank mechanic"
25401026,72330,""
25401027,72330,""
25401028,72220,"Toolmaker/machine operator"
25401029,73210,"Stamp maker"
25401030,73210,""
25401031,72220,""
25401032,72220,""
25401033,72220,""
25401034,72220,""
25401035,72140,""
25401036,72220,""
25401037,72210,""
25401038,72220,""
25401039,72220,""
25401040,72220,""
25401041,81000,"Machine operator"
25401042,81000,""
25401044,31220,""
25401045,72220,""
25401046,13210,""
25401047,72220,""
25401048,72220,""
25401049,72220,""
25401050,31181,""
25401051,74210,"Machinery mechanic, electrical engineering"
25401052,13210,"Master mechanic"
25401053,72300,"Prototype mechanic"
25401055,72220,"Master toolmaker"
25401056,72220,""
25401057,72001,"Cnc machinery mechanic"
25401058,72230,"Cnc machine operator"
25401059,31220,""
25401060,72220,""
25401061,72230,""
25401062,72001,""
25401063,72220,""
25402001,73113,""
25402002,31220,""
25402003,73113,"Mechanic, small mechanical products"
25402005,73113,""
25402006,73113,"Micromechanic"
25402007,73113,"High-precision mechanic"
25402008,73113,"Microassembler"
25402009,73113,""
25402010,73113,""
25402011,73113,""
25402012,73113,""
25402013,73113,""
25402014,73113,""
25402015,73113,""
25402016,73113,""
25402017,73113,""
25402018,73113,""
25402019,73113,""
25402020,73113,""
25402021,73113,""
25402022,73113,""
25402023,73113,""
25402024,73113,""
25402025,73113,""
25402026,31220,""
25402027,73113,""
25402028,73113,""
25402029,73113,""
25402030,73113,"Surgical instrument maker"
25402031,73113,"Precision mechanic"
25402032,73113,""
25402033,73113,"Hearing aids mechanic"
25402034,73113,""
25402035,73113,""
25402036,73113,""
25402037,73113,""
25402038,73113,""
25402039,73113,""
25403001,82110,"Machine assembler"
25403002,72330,"Machine assembly inspector"
25403003,82190,"Pump constructor"
25403004,72330,"Machinery mechanic, assembling"
25403005,72330,""
25403006,72001,""
25403007,13210,""
25403008,72310,""
25403009,72310,""
25403010,31220,""
25403011,82110,"Engine constructor"
25403012,82110,""
25403013,72330,""
25403014,72330,"Millwright"
25403015,72330,"Engine fitter"
25403016,82110,"Textile machine assembler"
25403017,74120,""
25403018,72330,""
25403019,82110,"Engine assembler"
25403020,82110,""
