"cod_isco6","Parent","txt_isco6"
11301042,61212,""
11302001,61211,"Sheep breeder"
11302002,61290,"Dog breeder"
11302003,61290,"Fur farmer"
11302004,61290,"Rabbit breeder"
11302005,92120,"Swine breeding assistant"
11302006,61211,"Goat farmer"
11302007,61211,"Small livestock farmer"
11302008,61211,"Pig breeder"
11302009,61211,"Shepherd"
11302010,61211,"Pigman"
11302011,61211,"Swineherd"
11302012,61211,"Goatherd"
11302013,61211,"Pig breeding consultant"
11302014,61211,"Pig farmer"
11302015,51640,"Dog groom"
11302016,61211,"Shepherd"
11302017,61211,"Pig farmer"
11302018,61211,"Small livestock breeder"
11302019,61211,"Sheep stockman"
11302020,61290,"Small animal breeder"
11302021,61211,"Sheep farmer"
11302022,61211,"Goat farmer"
11302023,61211,"Goat breeder"
11303001,61220,"Carrier pigeon breeder"
11303002,61220,"Poultry breeder"
11303003,61220,"Poultry stockman"
11303004,61220,"Poultry farmer"
11303005,92120,"Hatchery assistant"
11303006,61220,"Chicken farm owner"
11303007,61220,"Bird breeder"
11303008,92120,"Poultry farming assistant"
11303009,61220,""
11303010,92120,""
11303011,13110,"Hatchery owner"
11303012,61220,""
11303013,61220,""
11303014,31420,"Poultry expert"
11303015,61220,"Poultry specialist, consultant"
11303016,61290,""
11303017,61220,""
11303018,61220,""
11303019,61220,""
11303020,61220,""
11304001,62210,"Shellfish cultivator"
11304002,62210,"Ornamental fish breeder"
11304003,62210,"Pisciculturist"
11304004,62210,"Oyster grower"
11304005,62210,"Fry breeder"
11304006,62210,"Trout farmer"
11304007,62210,"Fish farm worker"
11304008,62210,"Pond keeper (fish farming)"
11304009,62210,"Mussel grower"
11304010,62210,""
11305001,96290,"Kennel assistant"
11305002,51640,"Animal attendant"
11305003,51640,"Dog trainer"
11305004,51640,"Animal keeper"
11305005,51640,"Guide dog trainer"
11305006,51640,""
11305007,51640,"Dog hairdresser"
11305008,51640,""
11305009,51640,""
11305010,51640,""
11305011,92120,""
11305012,51640,""
11305013,92120,""
11305014,51640,""
11305015,51640,""
11305016,51640,""
11305017,32400,""
11305018,31410,""
11305019,51640,""
11305020,51640,""
11305021,92120,""
11305022,96290,""
11305023,51640,""
11305024,51640,""
11305025,51640,""
11305026,51640,""
11305027,51640,""
11305028,61211,""
11305029,96290,""
11305030,61230,"Apiarist"
11305031,61230,"Sericulturist"
11305032,61230,"Beekeeper"
11305033,61230,""
11305034,61230,"Mealworm breeder"
11305035,51640,"Head of an animal shelter"
11305036,51640,""
11305037,61290,""
11305038,51640,""
11305039,34210,""
11305040,51640,""
11305041,61230,""
11305042,61230,""
11305043,61230,"Master beekeeper"
11305044,61230,"Insect breeder"
11305045,51640,""
11305046,51640,""
11305047,51640,""
11305048,51640,""
11305049,51640,""
11305050,51640,""
11305051,51640,""
11401001,61131,""
11401002,92140,"Tree nursery labourer"
11401003,61132,"Market gardener"
11401004,61131,""
11401005,61132,"Potted plant and cut flower grower"
11401006,61131,"Landscape gardener"
11401007,61132,"Shrub and bush gardener"
11401008,92140,"Assistant gardener"
11401009,61130,""
11401010,61132,""
11401011,61132,"Nursery gardener"
11401012,61131,"Landscape gardener"
11401013,61132,"Tree surgeon"
11401014,61121,""
11401015,61132,"Gardener, tree nursery/fruit-growing"
11401016,61132,""
11401017,61130,"Gardener"
11401018,61132,"Flower gardener/grower"
11401019,61132,"Ornamental plant gardener/grower"
11401020,61131,""
11401021,61132,""
11401022,92140,""
11401023,61132,""
11401024,92140,""
11401025,61132,""
11401026,61121,""
11401027,61131,"Professional gardener"
11401028,61131,""
11401029,61131,""
11401030,61131,"Graveyard gardener"
11401031,61131,""
11401032,61131,""
11401033,61131,"Gardener, city gardening service"
11401034,61132,""
11401035,61132,"Shrub gardener"
11401036,61132,"Potted plant gardener"
11401037,61131,"Gardener, flower gardens"
11401038,61132,"Seed grower"
11401039,92140,""
11401040,92140,"Horticultural labourer"
11401041,61132,""
11401042,61132,""
11401043,61131,""
11401044,61131,"Horticulturist"
11401045,61131,""
11401046,92140,"Market garden employee"
11401047,61130,""
11401048,92140,"Market garden labourer"
11401049,13110,""
11401050,61130,""
11401051,14200,"Head of a garden center"
11401052,92140,"Employee landscape gardening"
11401053,92140,""
11401054,92140,""
11401055,61132,""
11401056,61131,""
11401057,61131,""
11401058,92140,"Landscape gardening labourer"
11401059,61132,""
11401060,61130,""
11401061,92140,""
11401062,92140,"Garden maintenance labourer"
11401063,92140,"Horticulture assistant"
11401065,13110,""
11401066,13110,"Horticultural operations manager"
11401067,21320,""
11401068,61132,""
11401069,61132,""
11401070,92140,"Arborist"
11401072,61132,"Tree maintenance specialist"
11401073,61132,""
11401074,92140,""
11401075,61131,""
11401076,61131,""
11401077,61132,""
11401078,61131,""
11401079,92110,""
11401080,61132,""
11401081,61132,""
11401082,61131,""
11401083,61132,""
11401084,61132,""
11401085,61132,""
11401086,61131,""
11401087,61132,""
11401088,61132,""
11401089,61130,"Chief gardener"
11401090,61130,""
11401091,61130,"Head gardener"
11401092,61132,""
11401093,61131,""
11401094,61132,""
11401095,61132,""
11401096,61132,""
11401097,61131,""
11401098,61132,""
11401099,61132,""
11401100,61132,""
11401101,61130,"Gardener"
11401102,61132,""
11401103,61132,""
11401104,61132,""
11401105,61131,"Horticulturist, gardening and landscaping"
11401106,61132,""
11401107,61132,""
11401108,61132,""
11401109,61131,""
11401110,31410,""
11401111,61132,""
11401112,61132,""
11401113,61132,""
11401114,61132,""
11401115,61132,""
11401116,61132,""
11401117,61132,""
11401118,61131,""
11401119,61131,""
11401120,61131,""
11401121,61131,""
11401122,61132,""
11401123,61131,"Landscape gardener"
11401124,61131,""
11401125,61131,""
11401126,61131,""
11401127,61131,""
11401128,61132,""
11401129,61132,""
11401130,61131,""
11401131,61132,""
11401132,61131,""
11401133,61132,""
11401134,61132,""
11401135,61132,""
11401136,61130,""
11401137,61131,""
11401138,61132,""
11401139,61130,""
11401140,61130,""
11401141,61131,""
11401142,61131,""
11401143,61132,""
11401144,61132,""
11401145,61132,""
11401146,61131,""
11401147,61131,""
11401148,61131,""
11401149,61131,""
11401150,61131,""
11401151,31420,""
11401152,61131,""
11401153,61131,""
11402001,75490,"Florist"
11402002,75490,""
11402003,75490,"Flower arranger"
11402004,75490,""
11402005,75490,""
11402006,92140,"Florist assistant"
11402007,52210,""
11402008,92140,""
11402009,52220,""
11402010,61132,""
11402011,61132,"Gardener florist"
11402012,75490,""
11402013,75490,""
11402014,14200,""
11402015,75490,""
11402016,75490,""
11402017,75490,""
11402018,34320,""
11501001,31430,""
11501002,31430,""
11501003,31430,""
11501004,31430,""
11501005,31430,""
11501006,31430,""
11501007,31430,""
11501008,31430,""
11501009,31430,"Head forester"
11501010,31430,""
11501011,31430,""
11501012,31430,""
11501013,31430,"DistrICT forester | District forester"
11501014,31430,""
11501015,31430,"Forest warden"
11501016,31430,""
11501017,31430,""
11501018,31430,""
11501019,31430,""
11501020,31430,""
11501021,31430,"Forester"
11501022,31430,""
11501023,31430,""
11502001,62100,"Forest manager"
11502002,62100,"Lumberjack"
11502003,62100,""
11502004,62100,""
11502005,62100,""
11502006,13110,""
11502007,62100,""
11502008,62100,""
11502009,62100,""
11502010,62100,""
11502011,62100,""
11502012,62100,""
11502013,62100,""
11502014,62100,""
11502015,31430,""
11502016,62100,""
11502017,54190,""
11502018,92150,"Forestry assistant"
11502019,13110,"Forestry entrepreneur"
11502020,62100,""
11502021,62100,""
11502022,62100,"Forest worker"
11502023,31430,""
11502024,31430,""
11502025,62100,""
11502026,31430,""
11502027,62100,"Woodcutter"
11502028,62100,""
11502029,62100,""
11502030,62100,""
11502031,62100,""
11502032,62100,""
11503001,54190,"Gamekeeper"
11503002,62240,"Hunter"
11503003,54190,"Game warden"
11503004,54190,""
11503005,54190,""
11503006,54190,""
11503007,54190,""
11503008,54190,""
11503009,54190,""
11503010,54190,""
11503011,54190,""
11503012,54190,""
11503013,54190,"Ranger | Rangerin"
11504001,62220,"Professional fisherman | Professional fisherwoman"
11504002,54190,"Fishery officer"
11504003,92160,"Fishing assistant"
11504004,62220,""
11504005,62220,""
11504006,81601,"Fishery labourer"
11504007,62220,""
11504008,62220,"Fisherman | Fisherwoman"
11504009,75110,"Fish filleter"
11504010,62220,""
11504011,54190,""
11504012,62220,""
21101001,81601,""
21101002,75140,""
21101003,81601,""
21101004,81601,""
21101005,81601,"Sterilisation worker (food production industry) | Sterilisation worker (food production indust"
21101006,81601,""
21101007,81601,""
21101008,13210,""
21101009,75140,""
21101010,75140,""
21101011,81601,""
21101012,81601,""
21101013,81601,""
21101014,81601,""
21101015,81601,""
21101016,81601,""
21101017,81601,""
21101018,75140,""
21101019,94122,"Vegetable peeler"
21101020,81601,""
21101021,81601,""
21101022,81601,""
21101023,81601,""
21101024,81601,""
21101025,75140,""
21101026,81601,""
21101027,81601,""
21101028,75140,"Food technologist"
21101029,81601,""
21101030,81601,""
21101031,81601,""
21101032,81601,""
21101033,81601,""
21101034,81601,""
21102001,75110,"Butcher"
21102002,13210,""
21102003,75110,"Pork butcher"
21102004,81601,""
21102005,51200,""
21102006,75110,""
21102007,75110,""
21102008,75110,""
21102009,94100,"Assistant butcher"
21102010,75110,""
21102011,75110,""
21102012,75110,""
21102013,75110,""
21102014,75110,""
21102015,75110,""
21102016,13210,""
21102017,13210,""
21102018,75110,""
21102019,32570,""
21102020,75110,""
21102021,75110,""
21102022,94100,""
21102023,75110,""
21102024,75110,""
21102025,94100,""
21102026,75110,""
21102027,81601,""
21102028,94100,""
21102029,13210,""
21102030,75110,""
21102031,94100,""
21102032,75110,""
21102033,75110,""
21102034,75110,""
21102035,75110,""
21102036,75110,""
21102037,75110,""
21102038,13210,"Head butcher"
21102039,52220,""
21102040,94100,"Butchery labourer"
21102041,75110,""
21102042,75110,""
21102043,94100,""
21102044,75110,""
21102045,94122,""
21102046,75110,""
21102047,75110,""
21102048,81601,""
21102049,75110,""
21102050,81601,""
21102052,32570,"Meat inspector"
21102053,75110,"Meat specialist"
21102054,75110,""
21102055,75110,""
21102056,75110,""
21102057,13210,"Master butcher"
21102058,75110,""
21102059,75110,""
21102060,75110,""
21102061,75110,"Butcher"
21102062,75110,""
21102063,75110,""
21102064,75110,""
21102065,13210,""
21102066,75110,""
21102067,75110,""
21102068,75110,""
21102069,13210,""
21103001,75120,"Baker"
21103002,75120,""
21103003,75120,"Pastry cook/confectioner"
21103004,81601,""
21103005,75120,""
21103006,75120,""
21103007,75120,""
21103008,13210,""
21103009,13210,""
21103010,75120,""
21103011,75120,""
21103012,13210,""
21103013,94100,""
21103014,75120,""
21103015,13210,""
21103016,75120,"Confectioner"
21103017,94100,""
21103018,94100,""
21103019,13210,""
21103020,75120,""
21103021,13210,""
21103022,94100,""
21103023,51200,"Master patissier"
21103024,75120,""
21103025,94100,""
21103026,75120,""
21103027,75120,"Baker-patissier-confectioner"
21103028,13210,""
21103029,75120,""
21103030,13210,""
21103031,75120,""
21103032,94100,""
21103033,94100,"Baker's assistant"
21103034,94100,""
21103035,94100,""
21103036,75120,"Chocolatier"
21103037,75120,""
21103038,75120,""
21103039,75120,"Confectioner"
21103040,13210,""
21103041,75120,""
21103042,75120,""
21103043,75120,""
21103044,75120,""
21103045,75120,""
21103046,94100,""
21103047,75120,"Pastry shop employee"
21103048,75120,""
21103049,75120,""
21103050,94100,""
21103051,13210,""
21103052,75120,""
21103053,75120,""
21103054,94100,""
21103055,93210,""
21103056,75120,"Baker, pastrycook, confectioner"
21103057,13210,""
21103058,13210,""
21103059,13210,""
21103060,13210,"Master baker"
21103061,13210,""
21103062,13210,""
21103063,13210,"Master baker-patissier-confectioner"
21103064,75120,"Patissier-confectioner"
21103065,13210,""
21103066,75120,""
21103067,13210,"Master patissier-confectioner"
21103068,75120,""
21103069,75120,""
21103070,75120,""
21103071,75120,""
21103072,75120,""
21103074,75120,""
21103075,75120,""
21103076,13210,""
21103077,75120,""
21103078,75120,""
21103079,75120,""
21103080,75120,""
21104001,81601,""
21104002,81601,"Food technologist"
21104003,81601,""
21104004,81601,""
21104005,81601,""
21104006,81601,""
21104007,81601,""
21104008,93290,""
21104009,81601,""
21104010,81601,""
21104011,81601,""
21104012,81601,""
21104013,81601,""
21104014,81601,""
21104015,81601,""
21104016,81601,""
21104017,81601,""
21104018,81601,""
21104019,81601,""
21104020,22650,""
21104022,81601,"Chocolate factory worker"
21104023,81601,"Employee in food production"
21104024,81601,""
21104025,81601,""
21104026,13210,""
21104027,81601,""
21104028,81601,""
21104029,81601,""
21104030,81601,""
21104031,81601,""
21104032,81601,"Coffee roaster"
21104033,81601,""
21104034,81601,""
21104035,81830,""
21104036,81830,"Chocolate packer"
21104037,81830,"Food packer"
21104038,81601,""
21104039,81601,""
21104040,81601,""
21104041,81601,""
21104042,81601,""
21104043,81601,""
21104044,81601,""
21104045,81601,""
21104046,81601,"Dough maker"
21104047,81601,""
21104048,81601,""
21104049,81601,""
21104050,81601,""
21104051,81601,""
21104052,93290,""
21104053,81601,""
21104054,81601,""
21104055,81601,""
21104056,81601,""
21104057,81601,""
21104058,81601,""
21104059,81601,""
21104060,81601,""
21104061,81601,""
21104062,81601,""
21104063,81601,""
21105001,75130,"Cheesemaker"
21105002,75130,""
21105003,75130,""
21105004,75130,""
21105005,75130,""
21105006,75130,""
21105007,75130,""
21105008,75130,""
21105009,13210,"Master cheesemaker"
21105010,94100,"Assistant cheesemaker"
21105011,13210,"Cheese dairy manager"
21105012,75130,"Cheese dairy employee"
21105013,13210,""
21105014,13210,"Master cheesemaker"
21105015,32570,"Milk inspector"
21105016,31111,""
21105017,61211,"Alpine herdsman and dairyman"
21105018,75130,"Dairy technologist"
21105019,93290,""
21105020,13210,""
21105021,75130,""
21105022,75130,""
21105023,13210,""
21105024,81601,""
21105025,13210,""
21105027,75130,""
21105028,75130,""
21105029,75130,""
21105030,81601,""
21105031,94100,""
21105032,81601,""
21105033,81601,""
21105034,81601,""
21105035,75130,""
21105036,75130,""
21105037,94100,""
21105038,75130,"Dairy employee"
21105039,75130,""
21105040,75130,""
21105041,75130,""
21105042,13210,""
21105043,32570,""
21105044,22630,""
21105045,22630,""
21105046,75130,""
21105047,75130,""
21105048,75130,""
21105049,75130,""
21105050,13210,""
21105051,75130,""
21105052,75130,""
21105053,75130,"Milk technologist"
21105054,75130,""
21105055,75130,""
21105056,75130,""
21105057,31160,""
21105058,75130,""
21105059,31220,""
21105060,75130,""
21105061,75130,""
21105062,75130,""
21105063,75130,""
21105064,75130,""
21105065,32570,""
21105066,13210,""
21105067,75130,""
21105068,75130,""
21106001,81601,""
21106002,81601,"Miller"
21106003,81601,"Animal feed miller"
21106004,81601,""
21106005,81601,""
21106006,81601,""
21106007,81601,""
21106008,81601,""
21106009,81601,""
21106010,81601,""
21106011,81601,""
21106012,81601,""
21106013,81601,""
21106014,81601,""
21106015,81601,""
21106016,81601,""
21106017,81601,""
21106018,81601,""
21106019,43210,""
21106020,81601,"Mill employee"
21106021,13210,""
21106023,93290,""
21106024,81601,""
21106025,13210,""
21106026,81601,""
21106027,81601,""
21106028,81601,""
21106029,81601,"Mill technician"
21106030,13210,""
21106031,81601,""
21106032,81601,""
21106033,81601,""
21106034,81601,""
21106035,81601,""
21107001,32570,""
21107002,93290,""
21107003,81601,""
21107004,81601,""
21107005,32570,"Food inspector"
21107006,81601,""
21107007,81601,""
21107008,81601,""
21107009,75150,""
21107010,81601,""
21107011,81601,""
21107012,81601,""
21107013,81601,""
21107014,81601,""
21107015,81601,""
21107016,81601,""
21107017,81601,""
21107018,81601,""
21107019,81601,""
21107020,93290,""
21107021,93290,""
21107022,81601,""
21107023,81601,""
21107024,81601,"Food industry employee"
21107025,32570,""
21107026,81601,""
21107027,81601,"Food labourer"
21107028,13210,""
21107029,81601,""
21107030,81601,""
21107031,75110,""
21107032,81601,""
21201001,81601,"Maltster"
21201002,81601,""
21201003,81601,"Brewer"
21201004,81601,"Brewer and maltster"
21201005,81601,""
21201006,81601,""
21201007,81601,""
21201008,81601,""
21201009,81601,""
21201010,81601,""
21201011,81601,""
21201012,81601,""
21201013,81601,""
21201014,81601,""
21201015,81601,""
21201016,81601,""
21201017,81601,""
21201018,13210,""
21201019,81601,""
21201020,81601,""
21201021,81601,""
21201022,81601,""
21201023,91290,""
21201024,81601,""
21201025,13210,"Master brewer"
21201026,13210,""
21201027,81601,"Ale-brewer"
21201028,81601,""
21202001,81602,""
21202002,81601,"Distiller"
21202003,81601,"Distiller"
21202004,81601,""
21202005,81601,"Spirits distiller"
21202006,81601,""
21202007,81601,""
21202008,81601,""
21202009,13210,""
21202010,81601,""
21202011,93290,""
21202012,81601,""
21202013,81601,""
21202014,21320,"Oenologist"
21202015,13210,""
21202016,81602,""
21202017,51311,""
21202018,81602,""
21202019,93290,""
21202020,81601,""
21202021,93290,""
21202022,81601,"Applejuice and cider maker"
21202023,13210,""
21202024,81601,"Beverage technologist"
21202025,21320,"Chief oenologist"
21202026,13210,"Cellar master"
21202027,81601,""
21202028,81601,""
21202029,81601,""
21202030,81601,""
21202031,13210,""
21202032,81601,""
21202033,81601,""
21202034,81601,"Cider-making plant operator"
21202035,81601,""
21202036,81601,""
21202037,81601,""
21202038,81602,"Wine technologist"
21202039,13210,""
21202040,13210,""
21202041,13210,""
21202042,13210,""
21202043,13210,""
21202044,81602,""
21202045,51311,""
21202046,13210,""
21202047,93290,""
21202048,81830,""
21202049,13210,""
21202050,81601,""
21202051,81601,"Distiller"
21202052,81602,""
21202053,81602,""
21202054,13210,""
21202055,81602,""
21202056,13210,""
21202057,13210,""
21203001,81601,""
21203002,81601,""
21203003,81601,""
21203004,81601,""
21203005,91290,""
21203006,81310,""
21203007,91290,""
21203008,81830,""
21203009,81830,""
21203010,31220,""
21203011,96210,"Drinks deliverer"
21203012,31220,""
21203013,75430,""
21203014,81830,""
21203015,81601,""
21301001,81601,""
21301002,81601,""
21301003,81601,""
21301004,81601,""
21301005,81601,""
21301006,81601,""
21301007,81601,""
21301008,81601,""
21301009,93210,""
21301010,75430,""
21301011,81601,"Tobacco processing machine operator"
21301012,75160,"Tobacco specialist"
21301013,81601,"Tobacco industry employee"
21301014,81601,""
21301015,81601,""
21301016,81601,"Cigarette machine operator"
21301017,81601,""
21301018,81601,""
21301019,75160,""
21301020,75430,""
21301021,93210,""
21301022,75160,""
21301023,81601,""
21301024,81601,""
21301025,81601,""
21301026,81601,""
21301027,81601,""
21301028,81601,""
21301029,81601,""
21401001,75150,""
21401002,75150,""
21401003,75150,"Wine taster"
21401004,75150,"Taster"
21401005,75150,""
21401006,75150,""
21401007,75150,"Taster"
22101001,81510,""
22101002,81510,""
22101003,81510,""
22101004,81510,""
22101005,81510,""
22101006,81510,""
22101007,81510,""
22101008,93290,""
22101009,81510,""
22101010,81510,""
22101011,81510,""
22101012,81510,""
22101013,81510,""
22101014,81510,""
22101015,81510,""
22101016,81510,""
22101017,81510,""
22101018,31220,""
22101019,31220,""
22101020,81510,""
22101021,81510,""
22101022,81510,""
22101023,31220,""
22101024,31220,""
22101025,81510,""
22101026,31220,""
22101027,75430,""
22101028,81510,""
22101029,81510,""
22101030,81510,""
22101031,81510,""
22101032,81510,""
22101033,81510,""
22101034,31220,""
22101035,81510,""
22101036,81510,""
22101037,81510,""
22101038,81510,"Spinner"
22101039,81510,""
22101040,81510,""
22101041,81510,""
22101042,81510,""
22101043,81510,""
22101044,81510,""
22101045,81510,""
22101046,81510,""
22101047,81510,""
22101048,81510,""
22101049,81510,""
22101050,81510,""
22101051,81510,""
22101052,81510,""
22101053,81510,""
22101054,81510,""
22101055,81510,""
22101056,81510,""
22101057,81510,""
22101058,81510,""
22101059,81510,""
22101060,81510,""
22101061,81510,""
22101062,81510,""
22101063,31220,""
22101064,31220,""
22101065,31220,""
22101066,81500,""
22101067,81520,""
22101068,91120,""
22101069,81510,""
22101070,81510,""
22101071,81510,""
22101072,81510,""
22101073,81510,""
22101074,81510,""
22101075,81510,""
22101076,81510,""
22101077,81510,"Textile carder"
22101078,81510,""
22101079,81510,""
22101080,81510,""
22101081,96110,""
22101082,81510,""
22101083,81510,""
22101084,81510,""
22101085,81510,""
22101086,81510,""
22101087,81510,""
22101088,81510,""
22101089,81510,""
22101090,81510,""
22101091,81510,""
22101092,81510,""
22101093,81510,""
22101094,81510,""
22101095,81510,""
22101096,81510,""
22101097,81510,""
22101098,81510,""
22101099,81510,""
22101100,81510,""
22101101,81510,""
22101102,81510,""
22101103,81510,""
22101104,81510,""
22101105,81510,""
22101106,81510,""
22101107,81510,""
22101108,81510,""
22101109,81510,""
22101110,81510,""
22101111,81510,""
22101112,81510,""
22101113,81510,""
22101114,81510,""
22101115,81510,""
22101116,81510,""
22101117,81510,""
22101118,81510,""
22101119,81510,""
22101120,81540,""
22101121,81540,""
22101122,31220,""
22101123,81510,""
22101124,81510,""
22101125,81510,""
22101126,81510,""
22101127,13210,""
22101128,81510,"Thread spooler"
22101129,81510,"Doubling mill operator"
22101130,81510,""
22101131,81510,""
22101132,81510,"Spinning mill operator"
22101133,81510,""
22101134,91290,""
22101135,81510,""
22101136,81510,""
22101137,81510,""
22101138,81510,""
22101139,81510,""
22101140,31220,""
22101141,31220,""
22101142,31220,""
22101143,81510,""
22101144,81510,""
22101145,31220,""
22101147,81510,""
22101148,81510,""
22101149,81510,""
22101150,31220,""
22101151,81510,""
22101152,81510,""
22101153,81510,""
22101154,81510,""
22101155,81510,""
22101156,81510,""
22101157,81510,""
22101158,81510,""
22101159,81510,"Bobbin/yarn spooler"
22101160,81510,""
22101161,81510,""
22101162,81510,""
22101163,31220,""
22101164,81510,""
22101165,81510,""
22101166,81510,""
22101167,81510,""
22101168,81510,""
22101169,81510,""
22101170,31220,""
22101171,81510,""
22101172,31220,""
22101173,81510,""
22102001,75430,""
22102002,73180,""
22102003,81520,""
22102004,73180,""
22102005,81520,""
22102006,81520,""
22102007,73180,"Manual weaver"
22102008,81520,""
22102009,81520,""
22102010,73180,""
22102011,73180,""
22102012,81520,""
22102013,81520,""
22102014,81520,""
22102015,73180,""
22102016,73180,"Knitter"
22102017,81520,""
22102018,73180,""
22102019,73180,""
22102020,75330,""
22102021,81520,""
22102022,81520,""
22102023,81520,""
22102024,31220,""
22102025,31220,""
22102026,81520,""
